Wavelength,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
578.87891,-26.704481114397055,-136.74543890580097,-81.55309644406485,-88.99796845158401,49.78675486912635
578.9392064773924,-26.704481114397055,-136.74543890580097,-81.55309644406485,-88.99796845158401,49.78675486912635
578.9994997234646,-26.704481114397055,-136.74543890580097,-81.55309644406485,-88.99796845158401,49.78675486912635
579.0597897380601,-0.7267084160891166,15.079893901822818,-21.61824128947947,-11.08196573229042,-18.166775758575955
579.1200765210216,-0.7267084160891166,-26.886129653093242,16.35175236441805,56.874324030574975,19.803986456815696
579.1803600721922,29.25255424193988,37.0661751848682,2.361823702643087,12.899586782495417,9.810865344452322
579.2406403914148,13.262969398953706,27.072070441650414,38.3381925048375,-1.0900614633282426,-32.15385042572574
579.3009174785326,-36.69485375328796,65.05263068307876,-5.63190911972468,-1.0900614633282426,13.808044751901914
579.3611913333887,-4.723549296990415,9.084115382111374,26.345248503996945,-3.088489374096733,-12.171955946303951
579.4214619558257,-8.720296102628017,15.079893901822818,30.34280624454275,6.903883875231078,-0.18167739412427056
579.481729345687,7.2672538766027674,-2.906815078742435,22.347781575375276,-3.088489374096733,-16.168526294081794
579.5419935028157,19.2588923195555,-2.906815078742435,-17.621800997673144,6.903883875231078,-10.173635169923193
579.6022544270545,9.265802585763614,1.0900684233903073,-9.628634485354295,24.891613637317086,-4.178531070588813
579.6625121182466,-2.7251405894162937,23.074586970887978,36.33931222144902,-19.075063079490075,-4.178531070588813
579.7227665762349,9.265802585763614,13.081277995480832,44.334967507780696,4.9053625919173225,-16.168526294081794
579.7830178008626,-6.721934485768084,19.077194652053635,22.347781575375276,12.899586782495417,11.809443507018464
579.8432657919726,77.22989282015529,73.04954856286317,58.32821850217467,58.873431914059026,67.77881382053782
579.903510549408,4607.798587115696,4615.624717027973,4612.894673605006,4533.358487348738,4580.315996791672
579.9637520730116,7942.779806614595,7866.541784634801,7965.887372840347,7994.453165073759,7883.28155749643
580.0239903626269,7708.6016148594135,7794.4870093383115,7779.748345995744,7778.292672219815,7813.2286767777605
580.0842254180965,7662.564793941157,7630.35690856422,7685.674252391183,7740.262987690404,7685.128361193762
580.1444572392636,7690.587269814045,7698.411692434443,7723.704486399159,7790.301963038358,7721.157018249932
580.204685825971,7664.566405752362,7642.36665724262,7657.651742658758,7710.239278482912,7597.056977501736
580.264911178062,7640.547000524801,7732.4386499714865,7677.667840733849,7662.200864416591,7701.141138538861
580.3251332953795,7640.547000524801,7746.44966174823,7757.731217253245,7794.305050907261,7711.1490913086645
580.3853521777667,7700.595249469523,7756.457494976548,7771.742132902851,7796.306593128964,7757.185336331735
580.4455678250662,7698.593655566957,7738.443375722336,7705.690211160802,7668.20569745975,7753.182207092351
580.5057802371214,7698.593655566957,7760.460620638958,7851.803434490028,7838.338711068328,7759.186899312578
580.5659894137751,7866.723739156878,7874.547773881314,7923.85694150317,7840.340227471132,7777.200916498568
580.6261953548706,7738.625336958924,7770.4684155376735,7687.675852811537,7762.280221762452,7649.099380294207
580.6863980602506,7968.798549354636,7842.52369853663,7965.887372840347,7860.355324799277,7971.3458264078345
580.7465975297583,7722.612714543057,7706.418062289284,7671.6630215881905,7742.264559832719,7705.144322725404
580.8067937632368,7806.67820260008,7890.559692147594,7957.881622428669,7950.421698961145,7911.302283107888
580.866986760529,7898.747573503166,7806.496244806354,7923.85694150317,7934.410092504557,7923.311087864411
580.9271765214777,7868.725238222688,7932.5905863446305,7851.803434490028,7876.367314106507,7955.334333614921
580.9873630459264,7870.726736045364,7918.580352227891,7963.885937296144,7896.382187755265,7849.256058593242
581.047546333718,8000.821296254531,8050.67416003121,8005.915790808971,7948.420252869489,7983.354387921411
581.1077263846951,7920.763769588192,7886.556720164075,7945.872955887561,7884.373278762011,7897.291951716435
581.1679031987011,8116.900608643542,8000.639349849285,7885.828906530813,8048.490842052759,8057.406045905276
581.228076775579,8028.840900719937,7956.607978298017,7845.798902439247,7880.37029895232,7833.24393662592
581.2882471151719,7992.815643304813,8072.689182851793,8067.958697542455,8006.461628961289,8031.388123363126
581.3484142173226,7878.73271485013,7820.506966742413,7897.837809965989,7944.417356630511,7959.337215043459
581.4085780818741,8024.838117486864,8034.663120406986,7985.901652079527,8032.479789482095,7871.272598871801
581.4687387086697,7934.773993604369,8028.658956154521,7887.830393618912,7962.430346946071,7869.271101388638
581.5288960975521,7920.763769588192,8070.687824721806,8077.965483319369,8066.503161889997,7875.275590095583
581.5890502483646,7996.818472620448,7998.63793861434,7913.849609264267,7930.407177501044,8111.442449304547
581.64920116095,7978.805696281907,7902.568577458866,7987.903072321645,7886.374766771468,7927.314012268408
581.7093488351516,7924.766697349755,8004.642168039106,7899.839289397517,8020.471438210156,7945.3271062497415
581.7694932708122,8176.939567707684,8040.667271396413,8011.9200046089945,8064.501799056422,7987.357230576939
581.8296344677748,7946.782705060878,7978.623748466214,8075.9641292227425,7956.426029091378,7971.3458264078345
581.8897724258825,7922.765234127617,8070.687824721806,7963.885937296144,7984.4460728389295,7899.2934314981285
581.9499071449784,8010.828330335442,8080.694600067609,8071.961416435662,8008.463034606861,7899.2934314981285
582.0100386249053,8174.938292955511,8124.723949715865,8186.036249949349,8174.574424638813,8175.484095326788
582.0701668655065,8092.884619836326,8038.665889211656,8073.962773593892,8056.496332591193,8041.395046368995
582.1302918666247,8070.869766433033,7938.594952486969,8033.935343626706,8064.501799056422,8091.429098110653
582.1904136281033,8062.864319246724,8098.706698496233,8073.962773593892,8144.555099584168,8039.393664722876
582.2505321497852,8026.839509834711,8178.758906936405,8067.958697542455,8064.501799056422,8011.3741675258025
582.3106474315133,7978.805696281907,8020.653383318378,8021.926998739374,7968.434652449983,7935.319845171411
582.3707594731304,8052.857476228909,8144.7370360021605,8079.966835880925,8154.5615825056975,8045.397805208843
582.4308682744801,7992.815643304813,8104.710703245159,7955.880181403845,8018.470041227278,7991.360067603955
582.490973835405,8052.857476228909,8066.685103890511,8035.936729303495,8108.531426172836,8067.412871766991
582.5510761557483,8074.8724808876805,8114.717346324434,8001.912974438451,8068.504523204798,8007.371358978113
582.6111752353528,8140.916368397821,8122.722632229786,8077.965483319369,8084.515358705877,8133.456952690179
582.6712710740618,8172.937016529333,8118.719992463591,8154.015775403282,8180.5782447771,8027.3853438576725
582.7313636717183,8100.889974583732,8208.777802195602,8292.100916387013,8100.526095365282,8131.455642214993
582.7914530281652,8210.960979574455,8108.7133652165085,8148.011889219562,8168.5705894392295,8235.521582660094
582.8515391432454,8244.981892616906,8208.777802195602,8234.0661468573,8182.579514796105,8137.459568794619
582.9116220168021,8078.875189219638,8284.82391286661,8198.043816998297,8072.507241266692,8137.459568794619
582.9717016486785,8094.885960864804,8222.786487916399,8073.962773593892,8204.593373158337,8059.407414100705
583.0317780387172,8084.879240187701,8218.784014954128,8208.050075946836,8164.568024310561,8131.455642214993
583.0918511867616,8180.9421121784835,8274.817993474031,8266.085517564163,8294.647861866364,8275.545698240046
583.1519210926546,8172.937016529333,8162.748674329618,8039.939496227839,8236.613158900787,8149.4673781336505
583.211987756239,8315.023317461098,8386.881609016276,8286.09739023652,8278.638440809478,8259.536138051522
583.2720511773581,8192.94970511468,8152.742225022235,8210.051322582682,8196.58835758686,8209.50552821656
